PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,LUAS_WILAY,KEPADATAN,Latitude,Longitude
JAWA TIMUR,TRENGGALEK,KAMPAK,BOGORAN,4810.0,8.75,550.0,-8.187500408011088,111.63805443503682
JAWA TIMUR,TRENGGALEK,KAMPAK,BENDOAGUNG,6262.0,5.98,1048.0,-8.172720762664959,111.65685920332307
JAWA TIMUR,TRENGGALEK,KAMPAK,SUGIHAN,4027.0,4.51,894.0,-8.1713224743514,111.6797986399521
JAWA TIMUR,TRENGGALEK,WATULIMO,DUKUH,4491.0,11.64,386.0,-8.248767803978264,111.6747641289741
JAWA TIMUR,TRENGGALEK,WATULIMO,PAKEL,3288.0,4.82,682.0,-8.214981919196402,111.68595322559193
JAWA TIMUR,TRENGGALEK,WATULIMO,KARANGGANDU,7651.0,48.91,156.0,-8.324771155298924,111.68519584472608
JAWA TIMUR,TRENGGALEK,WATULIMO,SAWAHAN,5593.0,15.79,354.0,-8.274994145860312,111.67259106683949
JAWA TIMUR,TRENGGALEK,WATULIMO,WATUAGUNG,5410.0,12.38,437.0,-8.187269247969658,111.71395651480961
JAWA TIMUR,TRENGGALEK,WATULIMO,TASIKMADU,12105.0,27.05,448.0,-8.298885309635162,111.74955200753804
JAWA TIMUR,TRENGGALEK,BENDUNGAN,MASARAN,2258.0,9.24,244.0,-7.956497246111658,111.65808429736008
JAWA TIMUR,TRENGGALEK,TRENGGALEK,REJOWINANGUN,3136.0,1.71,1833.0,-8.050875262494484,111.73170759770895
JAWA TIMUR,TRENGGALEK,BENDUNGAN,DOMPYONG,3445.0,13.34,258.0,-7.931677105432767,111.71284549696165
JAWA TIMUR,TRENGGALEK,GANDUSARI,WONOANTI,4733.0,5.73,826.0,-8.111074611479681,111.70181311164606
JAWA TIMUR,KEDIRI,NGADILUWIH,WONOREJO,3663.0,1.72,2133.0,-7.859921782177619,112.000168466802
JAWA TIMUR,TRENGGALEK,GANDUSARI,WONOREJO,5540.0,5.54,1000.0,-8.142143558852958,111.68294395757067
JAWA TIMUR,TRENGGALEK,GANDUSARI,WIDORO,3196.0,4.18,764.0,-8.130152585571917,111.72454621476362
JAWA TIMUR,TRENGGALEK,GANDUSARI,KARANGANYAR,3162.0,2.66,1187.0,-8.123904855812594,111.73012816587524
JAWA TIMUR,TRENGGALEK,GANDUSARI,KRANDEGAN,4022.0,3.02,1334.0,-8.11328130151322,111.74691797266321
JAWA TIMUR,TRENGGALEK,GANDUSARI,SUKORAME,6191.0,4.26,1455.0,-8.121021251166606,111.75647440233499
JAWA TIMUR,TRENGGALEK,TRENGGALEK,TAMANAN,5116.0,2.6,1970.0,-8.05716414594081,111.69617991375826
JAWA TIMUR,TRENGGALEK,TRENGGALEK,NGANTRU,6025.0,4.97,1212.0,-8.045622072355492,111.70248618901918
JAWA TIMUR,TRENGGALEK,TRENGGALEK,SURODAKAN,7472.0,3.54,2108.0,-8.044797843808576,111.71877803428437
JAWA TIMUR,TRENGGALEK,TRENGGALEK,SUMBERGEDONG,6874.0,2.37,2898.0,-8.057201495512917,111.71818092504907
JAWA TIMUR,TRENGGALEK,TRENGGALEK,NGARES,4565.0,6.39,714.0,-8.02552749957261,111.70134435769793
JAWA TIMUR,TRENGGALEK,POGALAN,WONOCOYO,4009.0,3.95,1015.0,-8.102235820487927,111.72708305072744
JAWA TIMUR,TRENGGALEK,POGALAN,NGETAL,4429.0,1.79,2472.0,-8.093341061429518,111.73249744836545
JAWA TIMUR,TRENGGALEK,POGALAN,NGADIRENGGO,7338.0,5.62,1307.0,-8.081164306056849,111.73544275340771
JAWA TIMUR,TRENGGALEK,POGALAN,POGALAN,5783.0,4.4,1313.0,-8.051856105981367,111.74378039556493
JAWA TIMUR,TRENGGALEK,POGALAN,BENDOREJO,8544.0,7.39,1156.0,-8.098367481209856,111.76094064340171
JAWA TIMUR,TRENGGALEK,POGALAN,NGULANWETAN,3791.0,8.46,448.0,-8.054335906638347,111.76072126566424
JAWA TIMUR,TRENGGALEK,DURENAN,NGADISUKO,5534.0,3.26,1697.0,-8.132051412523717,111.7899494584975
JAWA TIMUR,TRENGGALEK,DURENAN,SEMARUM,2773.0,1.65,1678.0,-8.110892390334522,111.79637789996642
JAWA TIMUR,TRENGGALEK,DURENAN,PAKIS,3059.0,4.33,707.0,-8.102641735052753,111.80033518674286
JAWA TIMUR,TRENGGALEK,DURENAN,MALASAN,6097.0,5.23,1165.0,-8.119959153949543,111.8287629095371
JAWA TIMUR,TRENGGALEK,DURENAN,BARUHARJO,3999.0,2.07,1929.0,-8.096621884139731,111.83149475172837
JAWA TIMUR,TRENGGALEK,SURUH,PURU,2368.0,4.61,514.0,-8.131966189486933,111.59622493184605
JAWA TIMUR,TRENGGALEK,SURUH,NGRANDU,2460.0,7.47,329.0,-8.142476479683808,111.60533963139936
JAWA TIMUR,TRENGGALEK,SURUH,GAMPING,4403.0,11.0,400.0,-8.086661537385234,111.60843912213866
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,TAMANAN,3551.0,0.87,4081.0,-8.087463669029587,111.89676430932099
JAWA TIMUR,TRENGGALEK,SURUH,SURUH,4843.0,8.77,552.0,-8.10541504400219,111.6268110541256
JAWA TIMUR,TRENGGALEK,SURUH,MLINJON,7796.0,17.11,456.0,-8.124746069992037,111.64673368265063
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KEDUNGSOKO,2305.0,1.22,1886.0,-8.079934677959145,111.87545328751749
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,TERTEK,4937.0,0.61,8103.0,-8.070344383492579,111.88985260055428
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KARANGWARU,5320.0,0.91,5845.0,-8.085973027655394,111.89519817736144
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,BAGO,9795.0,1.64,5979.0,-8.078624989105425,111.90488154332809
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KENAYAN,5615.0,1.12,5000.0,-8.062464722334584,111.91876440431228
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KAMPUNGDALEM,3070.0,0.6,5148.0,-8.064338767235744,111.920963721021
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KAUMAN,1203.0,0.14,8363.0,-8.064735590350791,111.89634643730616
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,KUTOANYAR,5414.0,1.71,3172.0,-8.067355854268259,111.88474312402053
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,BOYOLANGU,6676.0,2.45,2730.0,-8.116264966118504,111.8929051478879
JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,PANGGUNGREJO,3218.0,0.98,3284.0,-8.061485217992805,111.88433268200176
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,WAJAK KIDUL,2984.0,2.54,1175.0,-8.115224582438852,111.91427643595976
JAWA TIMUR,TULUNGAGUNG,PAKEL,PAKEL,1462.0,1.31,1119.0,-8.15430079863104,111.82106454860329
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,BONO,4993.0,2.86,1744.0,-8.102579170185079,111.87702123850715
JAWA TIMUR,TULUNGAGUNG,BOYOLANGU,BEJI,7032.0,1.87,3751.0,-8.081070764022362,111.9067480105292
JAWA TIMUR,TULUNGAGUNG,KEDUNGWARU,PLOSOKANDANG,8115.0,2.78,2921.0,-8.075787370187467,111.92812326721558
JAWA TIMUR,TULUNGAGUNG,KEDUNGWARU,TUNGGULSARI,5943.0,1.56,3813.0,-8.067079386224776,111.92608822092787
JAWA TIMUR,TULUNGAGUNG,KEDUNGWARU,KETANON,9633.0,2.16,4466.0,-8.043624904206151,111.9104378554064
JAWA TIMUR,TULUNGAGUNG,NGANTRU,SRIKATON,5453.0,3.63,1501.0,-8.038517047209725,111.95702636177744
JAWA TIMUR,TULUNGAGUNG,NGANTRU,PADANGAN,7042.0,5.07,1390.0,-8.0248470953784,111.96040718918647
JAWA TIMUR,TULUNGAGUNG,NGANTRU,BANJARSARI,4243.0,4.36,972.0,-7.967620944351763,111.93570988268642
JAWA TIMUR,TULUNGAGUNG,NGANTRU,PULEREJO,3137.0,2.2,1429.0,-8.004246551002277,111.94515166470268
JAWA TIMUR,TULUNGAGUNG,NGANTRU,NGANTRU,4480.0,2.82,1587.0,-8.005354535693547,111.92569041179031
JAWA TIMUR,TULUNGAGUNG,NGANTRU,MOJOAGUNG,2028.0,1.43,1418.0,-7.99114314725865,111.92850090017494
JAWA TIMUR,TULUNGAGUNG,KAUMAN,KAUMAN,4359.0,1.64,2651.0,-8.062063671041168,111.86588136898669
JAWA TIMUR,TULUNGAGUNG,KAUMAN,PANGGUNGREJO,3300.0,1.09,3040.0,-8.047904439455321,111.87851383921937
JAWA TIMUR,TULUNGAGUNG,KAUMAN,KALANGBRET,1429.0,0.87,1636.0,-8.038976253450475,111.8614788222397
JAWA TIMUR,TULUNGAGUNG,KAUMAN,SIDOREJO,4176.0,1.74,2394.0,-8.040772984432309,111.87541650200801
JAWA TIMUR,TULUNGAGUNG,KAUMAN,MOJOSARI,3734.0,1.41,2645.0,-8.042468903976713,111.86644626644299
JAWA TIMUR,TULUNGAGUNG,KAUMAN,KARANGANOM,3745.0,3.58,1047.0,-8.030955680442894,111.84744141274389
JAWA TIMUR,TULUNGAGUNG,PAGERWOJO,MULYOSARI,5200.0,12.81,406.0,-8.003236036729028,111.80550791478773
JAWA TIMUR,TULUNGAGUNG,PAGERWOJO,SEGAWE,3297.0,8.07,408.0,-7.994160095464484,111.82431470617466
JAWA TIMUR,TULUNGAGUNG,PAGERWOJO,KRADINAN,2422.0,8.73,278.0,-7.9526873918768155,111.76358728778872
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,SUKOWIDODO,2159.0,1.6,1349.0,-8.011326034211068,111.89352505500707
JAWA TIMUR,TULUNGAGUNG,PAGERWOJO,SIDOMULYO,1841.0,9.16,201.0,-7.949497658220353,111.74846829056284
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,TANJUNGSARI,2766.0,2.03,1364.0,-8.003293799422982,111.88522743899664
JAWA TIMUR,TULUNGAGUNG,SENDANG,KEDOYO,5435.0,10.48,519.0,-7.972028249559619,111.82676161962823
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,GEDANGAN,2828.0,2.28,1242.0,-7.994424971148814,111.89182113856225
JAWA TIMUR,TULUNGAGUNG,SENDANG,TUGU,3783.0,3.97,953.0,-7.9643669769081,111.85945839210821
JAWA TIMUR,TULUNGAGUNG,SENDANG,PICISAN,3384.0,9.32,363.0,-7.953746930749899,111.8765287052747
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,SUKODONO,2417.0,1.53,1582.0,-7.991317892603099,111.89987562665195
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,KARANGREJO,2968.0,1.31,2273.0,-7.997711451952531,111.91015407832985
JAWA TIMUR,TULUNGAGUNG,SENDANG,SENDANG,3074.0,3.35,919.0,-7.947148063319943,111.836982480429
JAWA TIMUR,TULUNGAGUNG,SENDANG,NGLURUP,4048.0,19.84,204.0,-7.9127990051215145,111.8190510616064
JAWA TIMUR,TULUNGAGUNG,SENDANG,GEGER,4774.0,32.48,147.0,-7.890221590286802,111.7932475501505
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,JELI,5013.0,3.98,1261.0,-7.971855650807382,111.91802326650722
JAWA TIMUR,TULUNGAGUNG,KARANGREJO,BABADAN,3109.0,3.72,837.0,-8.009922793834694,111.86916057973204
JAWA TIMUR,TULUNGAGUNG,GONDANG,KENDAL,2000.0,1.68,1194.0,-8.10640468771837,111.8517896605746
JAWA TIMUR,TULUNGAGUNG,GONDANG,TAWING,2735.0,1.31,2088.0,-8.105008354724859,111.86137428357668
JAWA TIMUR,TULUNGAGUNG,GONDANG,SEPATAN,1746.0,0.88,1978.0,-8.08973034832488,111.84573466689486
JAWA TIMUR,TULUNGAGUNG,GONDANG,NOTOREJO,4664.0,4.23,1103.0,-8.080670055197928,111.8213508644379
JAWA TIMUR,TULUNGAGUNG,GONDANG,SIDEM,2436.0,7.22,337.0,-8.056200123010818,111.79884666612872
JAWA TIMUR,TULUNGAGUNG,GONDANG,TIUDAN,8813.0,4.48,1966.0,-8.05011965181347,111.83795132018545
JAWA TIMUR,TULUNGAGUNG,GONDANG,JARAKAN,2748.0,0.8,3416.0,-8.063702697425658,111.85366791324556
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,SAMBIDOPLANG,2171.0,1.02,2126.0,-8.138388856205019,111.96461288994198
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,SAMBIJAJAR,4281.0,2.45,1744.0,-8.111419551166474,111.96610446151145
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,JABALSARI,6359.0,3.36,1893.0,-8.077999730173998,111.96335932630167
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,PODOREJO,4075.0,2.16,1885.0,-8.112687276546081,111.94768860903834
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,BENDILJATI KULON,3766.0,2.21,1704.0,-8.096116387577473,111.95489935583112
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,BENDILJATI WETAN,3109.0,1.92,1618.0,-8.092084252207872,111.96251013222408
JAWA TIMUR,TULUNGAGUNG,SUMBERGEMPOL,SUMBERDADI,6500.0,2.87,2268.0,-8.079589069330916,111.94699414690682
JAWA TIMUR,TULUNGAGUNG,NGUNUT,KARANGSONO,3448.0,2.04,1688.0,-8.156537471608354,112.00639902597872
JAWA TIMUR,TULUNGAGUNG,NGUNUT,KACANGAN,3262.0,1.97,1653.0,-8.14111926809146,112.00627963626098
JAWA TIMUR,TULUNGAGUNG,NGUNUT,SELOREJO,2347.0,1.5,1569.0,-8.142762566438003,111.99447086075804
JAWA TIMUR,TULUNGAGUNG,NGUNUT,BALESONO,3518.0,2.67,1319.0,-8.143812547787038,111.98595458917285
JAWA TIMUR,TULUNGAGUNG,NGUNUT,PANDANSARI,4176.0,2.39,1746.0,-8.125571823208936,111.98537835024655
JAWA TIMUR,TULUNGAGUNG,NGUNUT,SUMBERINGIN KIDUL,3905.0,2.0,1952.0,-8.125996072750885,112.00349329761846
JAWA TIMUR,TULUNGAGUNG,NGUNUT,NGUNUT,16871.0,3.26,5173.0,-8.104836691790123,112.00809228131277
JAWA TIMUR,TULUNGAGUNG,NGUNUT,GILANG,6193.0,2.76,2243.0,-8.11261224322793,112.02719787111049
JAWA TIMUR,TULUNGAGUNG,NGUNUT,KROMASAN,3942.0,2.47,1594.0,-8.096757037360584,111.97710381430484
JAWA TIMUR,TULUNGAGUNG,NGUNUT,PULOTONDO,3740.0,4.47,836.0,-8.083694445338233,111.9823866312553
JAWA TIMUR,TULUNGAGUNG,PUCANGLABAN,PUCANGLABAN,4627.0,17.45,265.0,-8.282831770390414,112.01389039062784
JAWA TIMUR,TULUNGAGUNG,PUCANGLABAN,PANGGUNGUNI,2430.0,5.08,479.0,-8.205570587694844,111.99960281407166
JAWA TIMUR,TULUNGAGUNG,PUCANGLABAN,PANGGUNGKALAK,1146.0,13.08,88.0,-8.256762345854119,111.98198571289024
JAWA TIMUR,TULUNGAGUNG,PUCANGLABAN,MANDING,1622.0,4.66,348.0,-8.214532484434544,111.98541734967247
JAWA TIMUR,TULUNGAGUNG,PUCANGLABAN,DEMUK,7265.0,9.84,738.0,-8.185262238964416,112.01032163815266
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,TENGGUR,5522.0,3.92,1407.0,-8.136189128330273,112.0432925987034
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,PANJEREJO,7968.0,4.03,1978.0,-8.139707439403146,112.01727621123764
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,TANEN,5098.0,12.68,402.0,-8.167042852716882,112.07232471085943
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,REJOTANGAN,8886.0,6.77,1313.0,-8.122467455092115,112.09847477385584
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,PAKISREJO,3056.0,2.25,1356.0,-8.135766937416424,112.07961338463123
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,TEGALREJO,4413.0,2.72,1622.0,-8.135090185500328,112.06890584638501
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,ARIYOJEDING,6476.0,4.13,1570.0,-8.120119987656826,112.06055900005232
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,REJOSARI,4515.0,16.09,281.0,-8.248788400047532,111.95968128239004
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,SAWO,5726.0,2.57,2226.0,-8.203232288095984,111.8354476343704
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,KARANGTALUN,6837.0,6.02,1136.0,-8.188671157438842,111.96593431751043
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,BANYUURIP,3022.0,7.83,386.0,-8.211484778011878,111.94688209366971
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,NGUBALAN,3208.0,3.77,850.0,-8.169777844411561,112.00110420473526
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,TANJUNG,4221.0,2.05,2057.0,-8.145468877924705,111.96341706186632
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,BETAK,7423.0,8.1,916.0,-8.14246674264452,111.94136862601975
JAWA TIMUR,TULUNGAGUNG,BESUKI,SITOYOBAGUS,2933.0,2.51,1169.0,-8.18083813420947,111.76150794775249
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SUWARU,2068.0,0.98,2111.0,-8.174247611653415,111.77845970792086
JAWA TIMUR,TULUNGAGUNG,BESUKI,BESUKI,4221.0,13.13,322.0,-8.234840842188428,111.78419921399433
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,NGENTRONG,6948.0,4.46,1559.0,-8.21251426068352,111.82919245221721
JAWA TIMUR,TULUNGAGUNG,BESUKI,KEBOIRENG,3194.0,26.15,122.0,-8.250310888018571,111.75846558353496
JAWA TIMUR,TULUNGAGUNG,BESUKI,TANGGULKUNDUNG,4202.0,4.77,880.0,-8.19285334082955,111.77409039326702
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,GAMPING,4671.0,5.11,914.0,-8.18453563110135,111.8402605176464
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,CAMPURDARAT,8905.0,6.13,1453.0,-8.165506163945276,111.85470078103151
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,PELEM,8232.0,7.42,1109.0,-8.159231220963424,111.88025311546615
JAWA TIMUR,TULUNGAGUNG,CAMPURDARAT,POJOK,6454.0,6.01,1074.0,-8.147630758784432,111.90067544280252
JAWA TIMUR,TULUNGAGUNG,BANDUNG,BANTENGAN,3132.0,3.07,1021.0,-8.167264522281034,111.74852904060177
JAWA TIMUR,TULUNGAGUNG,BANDUNG,KEDUNGWILUT,1521.0,0.73,2072.0,-8.170032967837775,111.76810114196567
JAWA TIMUR,TULUNGAGUNG,PAKEL,PECUK,1334.0,1.22,1092.0,-8.14399348379733,111.82661570468824
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SURUHAN KIDUL,2546.0,1.43,1781.0,-8.165474277890164,111.78941032323809
JAWA TIMUR,TULUNGAGUNG,BANDUNG,BANDUNG,3220.0,0.67,4835.0,-8.169384680351861,111.78553564247547
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SEBALOR,2822.0,3.57,790.0,-8.16012675408053,111.75260745324597
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SOKO,1567.0,1.43,1099.0,-8.145314430011192,111.76534040653979
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SINGGIT,977.0,1.3,752.0,-8.152964383201933,111.7765855252641
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SURUHAN LOR,2179.0,1.7,1283.0,-8.157745194187362,111.790581382455
JAWA TIMUR,TULUNGAGUNG,PAKEL,SAMBITAN,2506.0,1.56,1607.0,-8.179847571197604,111.80182648197697
JAWA TIMUR,TULUNGAGUNG,PAKEL,BONO,2281.0,2.21,1034.0,-8.182520264852583,111.81036325610272
JAWA TIMUR,TULUNGAGUNG,PAKEL,SUKOANYAR,2428.0,1.44,1686.0,-8.1696929081984,111.80723173380547
JAWA TIMUR,TULUNGAGUNG,PAKEL,DUWET,3011.0,2.7,1113.0,-8.178001470593822,111.82109149393526
JAWA TIMUR,TULUNGAGUNG,PAKEL,BANGUNMULYO,3729.0,2.49,1499.0,-8.150807136213144,111.83497662966492
JAWA TIMUR,TULUNGAGUNG,PAKEL,SANAN,2606.0,1.96,1330.0,-8.137147089172412,111.8280538133302
JAWA TIMUR,TULUNGAGUNG,PAKEL,NGRANCE,2290.0,1.6,1435.0,-8.138098677598368,111.84879762144423
JAWA TIMUR,TULUNGAGUNG,PAKEL,GEBANG,2682.0,2.13,1258.0,-8.12611784299431,111.84782106432806
JAWA TIMUR,TULUNGAGUNG,TANGGUNGGUNUNG,NGEPOH,3247.0,12.97,250.0,-8.208410675383012,111.86113387835375
JAWA TIMUR,BLITAR,SRENGAT,KERJEN,2861.0,4.6,622.0,-8.078291569004785,112.04864680752611
JAWA TIMUR,TULUNGAGUNG,TANGGUNGGUNUNG,PAKISREJO,2622.0,10.57,248.0,-8.174755305012535,111.89127606901208
JAWA TIMUR,BLITAR,WONODADI,JATEN,1868.0,1.84,1015.0,-8.008505937735215,111.96352007557331
JAWA TIMUR,BLITAR,WONODADI,KALIBOTO,1952.0,1.76,1106.0,-8.041103559565428,111.97945348821355
JAWA TIMUR,KEDIRI,PURWOASRI,DAWUHAN,2014.0,1.05,1914.0,-7.617111379737769,112.14986642232863
JAWA TIMUR,BLITAR,WONODADI,KEBONAGUNG,4302.0,3.89,1105.0,-8.027708516831698,112.01207896278957
JAWA TIMUR,BLITAR,WONODADI,PIKATAN,5982.0,6.27,954.0,-8.053954754125407,112.01380978093289
JAWA TIMUR,BLITAR,WONODADI,KUNIR,6652.0,6.16,1080.0,-8.083374986106202,112.01920857493144
JAWA TIMUR,BLITAR,SRENGAT,DANDONG,3718.0,1.9,1959.0,-8.067598134080301,112.07615190669348
JAWA TIMUR,BLITAR,UDANAWU,JATI,2619.0,2.91,899.0,-8.01728094400229,111.98428352184261
JAWA TIMUR,BLITAR,UDANAWU,TEMENGGUNGAN,2904.0,3.03,958.0,-8.004628088758256,111.98612689793136
JAWA TIMUR,BLITAR,UDANAWU,BESUKI,2574.0,1.95,1318.0,-8.002812891414901,112.00072429901837
JAWA TIMUR,BLITAR,UDANAWU,BAKUNG,6070.0,3.78,1608.0,-8.0041063858755,112.02512805647292
JAWA TIMUR,BLITAR,UDANAWU,KARANGGONDANG,2625.0,2.01,1304.0,-8.02660710626189,112.03971988519237
JAWA TIMUR,BLITAR,UDANAWU,SLEMANAN,4382.0,3.53,1241.0,-8.00080234934229,112.05757025729123
JAWA TIMUR,BLITAR,UDANAWU,SUMBERSARI,3345.0,4.03,830.0,-8.021562094930632,112.06170901795574
JAWA TIMUR,BLITAR,SRENGAT,PAKISREJO,3532.0,2.6,1358.0,-8.09112376936219,112.05202199689334
JAWA TIMUR,BLITAR,SRENGAT,MARON,3071.0,2.85,1076.0,-8.09566188640573,112.0785770659478
JAWA TIMUR,BLITAR,SRENGAT,BAGELENAN,3710.0,2.57,1443.0,-8.059459912599287,112.08574013879117
JAWA TIMUR,BLITAR,SRENGAT,KANDANGAN,3898.0,3.72,1049.0,-8.0843006148282,112.09307302470793
JAWA TIMUR,BLITAR,SRENGAT,NGAGLIK,6194.0,5.27,1176.0,-8.101274789869342,112.10904495738052
JAWA TIMUR,BLITAR,KADEMANGAN,KADEMANGAN,8287.0,3.98,2082.0,-8.147557581252713,112.13867163331996
JAWA TIMUR,BLITAR,KADEMANGAN,PANGGUNGDUWET,3700.0,7.9,468.0,-8.207926806219197,112.0322542158479
JAWA TIMUR,KEDIRI,PURWOASRI,MEKIKIS,3883.0,2.36,1642.0,-7.60593696822311,112.11223943102671
JAWA TIMUR,BLITAR,KADEMANGAN,MARON,4823.0,9.72,496.0,-8.192279665269293,112.05008361545643
JAWA TIMUR,KEDIRI,PLEMAHAN,KAYENLOR,2304.0,1.45,1594.0,-7.716019262922829,112.12304606465203
JAWA TIMUR,BLITAR,KADEMANGAN,BENDOSARI,3428.0,6.45,532.0,-8.218557538286387,112.10698872004669
JAWA TIMUR,BLITAR,KADEMANGAN,SUMBERJO,4241.0,7.96,533.0,-8.176806863580751,112.10796685571957
JAWA TIMUR,BLITAR,KADEMANGAN,SURUHWADANG,5175.0,9.53,543.0,-8.200239438192293,112.10607558079322
JAWA TIMUR,BLITAR,KADEMANGAN,PLUMPUNGREJO,3835.0,4.46,859.0,-8.15481885303091,112.12355112793654
JAWA TIMUR,KEDIRI,KANDAT,TEGALAN,4732.0,4.23,1118.0,-7.914143070539296,112.04268879883755
JAWA TIMUR,BLITAR,KADEMANGAN,SUMBERJATI,4321.0,11.58,373.0,-8.18239561879304,112.14986238828416
JAWA TIMUR,BLITAR,KADEMANGAN,PLOSOREJO,7303.0,8.74,835.0,-8.165577446048596,112.16574788485828
JAWA TIMUR,BLITAR,KADEMANGAN,DARUNGAN,5149.0,2.78,1851.0,-8.159367472589818,112.17882001366875
JAWA TIMUR,BLITAR,BAKUNG,PULEREJO,3258.0,9.86,331.0,-8.240167642867794,112.04145656891829
JAWA TIMUR,BLITAR,BAKUNG,TUMPAKOYOT,1871.0,14.32,131.0,-8.29438233862292,112.05267375170718
JAWA TIMUR,BLITAR,BAKUNG,NGREJO,2122.0,8.19,259.0,-8.24127271890113,112.07311969765722
JAWA TIMUR,LAMONGAN,SUKODADI,BANJAREJO,3970.0,2.97,1336.0,-7.140217014198283,112.34611864483824
JAWA TIMUR,BLITAR,BAKUNG,SIDOMULYO,3407.0,12.89,264.0,-8.296265456154474,112.08831397001912
JAWA TIMUR,BLITAR,BAKUNG,TUMPAKKEPUH,3225.0,11.47,281.0,-8.293423538109005,112.11198596609368
JAWA TIMUR,BLITAR,PONGGOK,DADAPLANGU,4863.0,5.24,929.0,-8.035998312931383,112.07284535112748
JAWA TIMUR,BLITAR,PONGGOK,LANGON,3044.0,2.71,1124.0,-8.045779725236528,112.06621597553897
JAWA TIMUR,BLITAR,PONGGOK,POJOK,4679.0,4.21,1112.0,-8.044319928905006,112.11490983027538
JAWA TIMUR,KEDIRI,KANDAT,NGLETIH,3701.0,4.7,788.0,-7.916894425515165,112.064688433406
JAWA TIMUR,BLITAR,PONGGOK,GEMBONGAN,12144.0,9.06,1341.0,-7.988632851666683,112.09715603192723
JAWA TIMUR,BLITAR,PONGGOK,KEBONDUREN,9831.0,7.33,1342.0,-8.02750016822331,112.08899722969124
JAWA TIMUR,BLITAR,PONGGOK,BENDO,5331.0,3.24,1644.0,-8.081144333263229,112.11379234190112
JAWA TIMUR,BLITAR,PONGGOK,SIDOREJO,16437.0,12.64,1301.0,-7.985448802147762,112.13984790912731
JAWA TIMUR,KEDIRI,KANDAT,PURWOREJO,3654.0,2.93,1249.0,-7.9038404751524745,112.06025675185765
JAWA TIMUR,BLITAR,PONGGOK,KARANGBENDO,7084.0,9.43,751.0,-8.025219371106093,112.15813650184413
JAWA TIMUR,BLITAR,SANANKULON,KALIPUCUNG,6539.0,3.44,1903.0,-8.088098187455484,112.12608264408513
JAWA TIMUR,BLITAR,SANANKULON,SANANKULON,5118.0,2.39,2141.0,-8.100148704496238,112.13181199921617
JAWA TIMUR,BLITAR,SANANKULON,SUMBERINGIN,5743.0,5.97,963.0,-8.050661975096727,112.15466390091892
JAWA TIMUR,BLITAR,SANANKULON,BENDOWULUNG,3667.0,1.81,2026.0,-8.124035108634407,112.14262747929816
