PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,LUAS_WILAY,KEPADATAN,Latitude,Longitude
JAWA TENGAH,KOTA SEMARANG,SEMARANG SELATAN,BULUSTALAN,4637.0,0.33,14075.0,-6.9854295435841385,110.4038104326444
JAWA TENGAH,KOTA SEMARANG,SEMARANG SELATAN,MUGASARI,7514.0,0.82,9207.0,-6.992036509457586,110.417582475423
JAWA TENGAH,KOTA SEMARANG,SEMARANG SELATAN,WONODRI,10093.0,0.77,13117.0,-7.000185381192118,110.42957533878096
JAWA TENGAH,KOTA SEMARANG,CANDISARI,JOMBLANG,20353.0,1.14,17911.0,-7.013775520063745,110.43792095798568
JAWA TENGAH,KOTA SEMARANG,CANDISARI,KARANGANYAR GUNUNG,11198.0,1.23,9107.0,-7.021527046399196,110.43209061923655
JAWA TENGAH,KOTA SEMARANG,CANDISARI,TEGALSARI,13857.0,1.02,13649.0,-7.004606805600267,110.42195515971588
JAWA TENGAH,KOTA SEMARANG,GAJAHMUNGKUR,BENDAN DHUWUR,4103.0,1.11,3684.0,-7.0200181348892094,110.39689961454047
JAWA TENGAH,KOTA SEMARANG,GAJAHMUNGKUR,BENDAN NGISOR,6014.0,0.79,7648.0,-7.0109886628456835,110.39817169671998
JAWA TENGAH,KOTA SEMARANG,GAJAHMUNGKUR,SAMPANGAN,10752.0,1.03,10424.0,-7.010956372283019,110.39149629237761
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,SUMURBOTO,9463.0,1.72,5513.0,-7.052276195861421,110.42278866249313
JAWA TENGAH,KOTA SEMARANG,GAJAHMUNGKUR,LEMPONGSARI,5694.0,0.86,6633.0,-7.00101297989942,110.41487391699995
JAWA TENGAH,KOTA SEMARANG,GAJAHMUNGKUR,PETOMPON,6301.0,0.91,6894.0,-7.001398344649387,110.40289091298875
JAWA TENGAH,KOTA SEMARANG,TEMBALANG,METESEH,21386.0,5.0,4273.0,-7.064696099570422,110.46493689804721
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,NGEMPLAK SIMONGAN,13392.0,0.85,15755.0,-6.999148640669238,110.39670877921891
JAWA TENGAH,KOTA SEMARANG,TEMBALANG,TEMBALANG,5714.0,2.45,2330.0,-7.0519419279951,110.43960390571556
JAWA TENGAH,KOTA SEMARANG,TEMBALANG,TANDANG,24750.0,2.02,12223.0,-7.020224927459262,110.4488035093156
JAWA TENGAH,KOTA SEMARANG,TEMBALANG,SENDANGGUWO,22343.0,1.46,15253.0,-7.012786289811473,110.45537734396095
JAWA TENGAH,KOTA TEGAL,TEGAL TIMUR,KEJAMBON,13010.0,0.86,15130.0,-6.879110412236148,109.1394183585946
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,MANYARAN,17696.0,1.78,9958.0,-7.004540692827544,110.38525012053371
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,9371.0,2.89,3243.0,-7.0844803547662085,110.42741925328383
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,11627.0,2.59,4492.0,-7.062920543121917,110.42906157948835
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,SRONDOL KULON,13341.0,3.37,3955.0,-7.055563409828412,110.41019819295195
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,14457.0,2.58,5599.0,-7.039438547903558,110.42737034264566
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,MANGUNSARI,5412.0,3.43,1576.0,-7.086168086457987,110.38144886127091
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,PONGANGAN,5660.0,2.64,2145.0,-7.050786477393851,110.36638261793784
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,SUKOREJO,14442.0,4.58,3152.0,-7.027981255243558,110.38866644997022
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,CEPOKO,3204.0,2.74,1169.0,-7.074028842245588,110.35118227947929
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,KALIBANTENG KULON,6909.0,0.99,6965.0,-6.98645714452655,110.37930978882432
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,SUMURREJO,6634.0,3.74,1773.0,-7.105622542257274,110.38813816440201
JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,KALISEGORO,3458.0,3.49,991.0,-7.054985846573441,110.38110278043165
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,GISIKDRONO,19791.0,1.39,14287.0,-6.990024671567388,110.38754019365513
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,TAWANGSARI,6996.0,4.05,1726.0,-6.961942066573264,110.38846542747063
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,TAWANGMAS,7578.0,1.4,5399.0,-6.966024840678013,110.39599548160794
JAWA TENGAH,KOTA SEMARANG,SEMARANG BARAT,KEMBANGARUM,20130.0,1.93,10453.0,-6.996058640260185,110.37449124034677
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,KLEGO,9793.0,0.99,9866.0,-6.882025269444733,109.68467190810209
JAWA TENGAH,KOTA SEMARANG,MIJEN,CANGKIRAN,4567.0,2.41,1899.0,-7.094235047574568,110.30917711062705
JAWA TENGAH,KOTA SEMARANG,MIJEN,BUBAKAN,2715.0,2.71,1003.0,-7.093276518406549,110.32035993018914
JAWA TENGAH,KOTA SEMARANG,MIJEN,KARANGMALANG,2635.0,1.8,1465.0,-7.098061517998717,110.33331819597547
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,4960.0,3.79,1308.0,-7.077836673568775,110.33458661400891
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,9690.0,3.61,2684.0,-7.050249201849893,110.30510535574655
JAWA TENGAH,KOTA SEMARANG,MIJEN,JATIBARANG,3365.0,2.94,1144.0,-7.053670212295308,110.33388684073282
JAWA TENGAH,KOTA SEMARANG,MIJEN,KEDUNGPANE,7523.0,7.14,1053.0,-7.03057056736793,110.34588549170208
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,PURWOYOSO,16169.0,1.91,8452.0,-6.9932256823977825,110.36155234701388
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,KALIPANCUR,19969.0,2.48,8050.0,-7.010796262476294,110.3761648696062
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,5917.0,3.39,1744.0,-7.012300269585251,110.36358261793647
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,WONOSARI,23332.0,5.45,4281.0,-6.98045210062111,110.31340087002468
JAWA TENGAH,KOTA SEMARANG,TUGU,JERAKAH,2941.0,1.4,2095.0,-6.976276611585708,110.36287656493828
JAWA TENGAH,KOTA SEMARANG,TUGU,TUGUREJO,7616.0,6.19,1231.0,-6.969775219490038,110.3540828692183
JAWA TENGAH,KOTA SEMARANG,TUGU,MANGKANG WETAN,6562.0,4.27,1535.0,-6.959168507959923,110.31950516489803
JAWA TENGAH,KOTA SEMARANG,TUGU,MANGKANG KULON,3749.0,4.21,891.0,-6.95274177674725,110.3003937444769
JAWA TENGAH,KOTA SEMARANG,TUGU,MANGUNHARJO,6411.0,4.75,1351.0,-6.952867058308957,110.31214974192439
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN BARAT,TIRTO,10938.0,2.9,3772.0,-6.898990841900262,109.65140216930655
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN BARAT,PRINGREJO,17686.0,0.92,19294.0,-6.907536441802807,109.65872078378986
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,NOYONTAANSARI,13694.0,1.62,8455.0,-6.899848759610013,109.68425226116746
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,GAMER,5009.0,3.2,1563.0,-6.8925772563843655,109.69615724103608
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN TIMUR,SETONO,11270.0,0.42,26635.0,-6.894162808449396,109.67721019213134
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN UTARA,KRAPYAK,18596.0,3.68,5047.0,-6.871666681526992,109.690702428581
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN UTARA,PANJANG WETAN,12649.0,1.64,7729.0,-6.867915762515931,109.68300259060052
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN UTARA,BANDENGAN,6085.0,1.93,3145.0,-6.864700797958794,109.66456923676573
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN SELATAN,BANYURIP,11154.0,1.51,7391.0,-6.917233541636122,109.65045321262241
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN SELATAN,JENGGOT,13422.0,2.08,6450.0,-6.916253294221916,109.66642927106827
JAWA TENGAH,KOTA PEKALONGAN,PEKALONGAN SELATAN,SOKODUWET,7352.0,2.48,2966.0,-6.922787520290247,109.69007713744423
JAWA TENGAH,KOTA TEGAL,TEGAL BARAT,PEKAUMAN,7904.0,0.98,8041.0,-6.868964982626511,109.12957958817934
JAWA TENGAH,KOTA TEGAL,TEGAL TIMUR,MANGKUKUSUMAN,5294.0,0.49,10825.0,-6.869869069432236,109.13759946303064
JAWA TENGAH,KOTA TEGAL,TEGAL SELATAN,BANDUNG,6589.0,0.66,9909.0,-6.894409085701296,109.11799689645696
JAWA TENGAH,KOTA TEGAL,MARGADANA,KALIGANGSA,12096.0,3.06,3957.0,-6.874032062327717,109.08225096068333
JAWA TENGAH,KOTA TEGAL,MARGADANA,CABAWAN,6739.0,1.53,4401.0,-6.874602067587274,109.09236999015533
JAWA TENGAH,KOTA TEGAL,MARGADANA,PESURUNGAN LOR,5697.0,1.74,3281.0,-6.86403112958899,109.11054827361153
JAWA TENGAH,BANJARNEGARA,MADUKARA,PENAWANGAN,1083.0,0.64,1681.0,-7.379351591675515,109.75603585359323
JAWA TENGAH,PURWOREJO,GRABAG,DUDUKULON,948.0,2.52,376.0,-7.8093653543848705,109.86866242798041
JAWA TENGAH,KEBUMEN,GOMBONG,WERO,3619.0,1.15,3146.0,-7.6075165193057215,109.52577647647807
JAWA TENGAH,PURWOREJO,GRABAG,TULUSREJO,1231.0,1.4,877.0,-7.7847623286283865,109.87896533746068
JAWA TENGAH,PURWOREJO,KUTOARJO,KARANGREJO,1334.0,1.83,728.0,-7.6858577436693665,109.93229511402474
JAWA TENGAH,PURWOREJO,GRABAG,TEGALREJO,1053.0,1.3,812.0,-7.791303316818586,109.883283533792
JAWA TENGAH,KEBUMEN,GOMBONG,WONOKRIYO,6176.0,1.54,4007.0,-7.6116328627408985,109.50869425290512
JAWA TENGAH,KEBUMEN,GOMBONG,KALITENGAH,5159.0,1.21,4264.0,-7.623215160698892,109.51040849910217
JAWA TENGAH,BANJARNEGARA,KARANGKOBAR,SAMPANG,2352.0,3.24,727.0,-7.282601395260408,109.72315964893944
JAWA TENGAH,PURWOREJO,BUTUH,KEDUNGMULYO,1397.0,2.0,699.0,-7.782618271377907,109.84737546847761
JAWA TENGAH,KEBUMEN,GOMBONG,SEMONDO,3673.0,1.81,2034.0,-7.615946978317011,109.49853316636889
JAWA TENGAH,KEBUMEN,BONOROWO,PUJODADI,1640.0,2.42,678.0,-7.762717646990013,109.82950503452503
JAWA TENGAH,KEBUMEN,GOMBONG,KEMUKUS,3609.0,1.37,2640.0,-7.621150726729991,109.51926752300535
JAWA TENGAH,KEBUMEN,GOMBONG,BANJARSARI,1973.0,0.94,2092.0,-7.626417493071567,109.52719396477161
JAWA TENGAH,PURWOREJO,BUTUH,MANGUNJAYAN,689.0,1.32,522.0,-7.7815216676831716,109.8399578047648
JAWA TENGAH,PURWOREJO,BUTUH,SIDOMULYO,717.0,1.2,599.0,-7.76896464478623,109.84943545875491
JAWA TENGAH,PURWOREJO,BUTUH,KUNIREJOWETAN,357.0,0.36,1003.0,-7.745634001332557,109.84113306544006
JAWA TENGAH,PURBALINGGA,PURBALINGGA,WIRASANA,7410.0,1.33,5589.0,-7.380981866374064,109.36877731053929
JAWA TENGAH,KEBUMEN,BONOROWO,BONJOKLOR,3285.0,2.76,1192.0,-7.741457711065032,109.81362324338735
JAWA TENGAH,KEBUMEN,PURING,WALUYOREJO,4058.0,4.77,850.0,-7.755570110759816,109.53306996904215
JAWA TENGAH,PURWOREJO,BUTUH,BINANGUN,813.0,0.61,1340.0,-7.712719192862074,109.8563195112619
JAWA TENGAH,KEBUMEN,PURING,PURWOSARI,3793.0,2.73,1389.0,-7.73787173667363,109.56540957736534
JAWA TENGAH,PURWOREJO,PITURUH,TASIKMADU,1209.0,1.16,1040.0,-7.709963776016517,109.81971231782519
JAWA TENGAH,PURWOREJO,KEMIRI,REJOSARI,1411.0,1.16,1212.0,-7.688645472396504,109.87473991142777
JAWA TENGAH,PURWOREJO,GRABAG,BANYUYOSO,713.0,1.09,656.0,-7.8068049615506965,109.8913416794871
JAWA TENGAH,PURWOREJO,GRABAG,ROWOREJO,1405.0,1.61,874.0,-7.809499952536684,109.91485779472893
JAWA TENGAH,PURWOREJO,GRABAG,TUNGGULREJO,1378.0,1.58,874.0,-7.798579886320695,109.91733507038457
JAWA TENGAH,PURWOREJO,GRABAG,KEDUNGKAMAL,1496.0,1.18,1267.0,-7.784475844676431,109.91885570945537
JAWA TENGAH,PURWOREJO,NGOMBOL,KUMPULSARI,740.0,1.25,593.0,-7.839515897997992,109.92853697058345
JAWA TENGAH,PURWOREJO,NGOMBOL,WONOROTO,834.0,1.01,822.0,-7.844771679170507,109.93642062059469
JAWA TENGAH,PURWOREJO,NGOMBOL,PEJAGRAN,654.0,1.68,390.0,-7.84839929774204,109.9421060210077
JAWA TENGAH,PURWOREJO,KEMIRI,GEDONG,824.0,1.0,821.0,-7.695027195951936,109.88690484628727
JAWA TENGAH,PURWOREJO,NGOMBOL,WONOSARI,1934.0,3.13,617.0,-7.854536614873898,109.95477410617643
JAWA TENGAH,PURWOREJO,NGOMBOL,KALIWUNGULOR,729.0,1.09,667.0,-7.8229779522118905,109.92990848922072
JAWA TENGAH,KEBUMEN,PURING,KRANDEGAN,3224.0,2.85,1133.0,-7.736654509236673,109.55459375319657
JAWA TENGAH,KEBUMEN,PURING,PURWOHARJO,1464.0,1.39,1053.0,-7.733683923320644,109.53040254240123
JAWA TENGAH,PURBALINGGA,PURBALINGGA,JATISABA,3578.0,2.71,1321.0,-7.40097764276552,109.38801161088071
JAWA TENGAH,KEBUMEN,PETANAHAN,KEBONSARI,1421.0,1.3,1092.0,-7.725050069247345,109.5968184741122
JAWA TENGAH,KEBUMEN,PETANAHAN,GROGOLBENINGSARI,3807.0,1.67,2275.0,-7.740856611955047,109.6060937819943
JAWA TENGAH,PURWOREJO,NGOMBOL,COKROYASAN,1276.0,1.24,1032.0,-7.810212767091991,109.92302944296453
JAWA TENGAH,PURWOREJO,NGOMBOL,BOJONG,320.0,0.59,542.0,-7.820128428279439,109.91748888796133
JAWA TENGAH,KEBUMEN,AMBAL,BLENGORWETAN,1783.0,1.45,1232.0,-7.788529611217259,109.76862036493493
JAWA TENGAH,KEBUMEN,MIRIT,WERGONAYAN,2544.0,2.06,1233.0,-7.797677106175133,109.81117019281575
JAWA TENGAH,KEBUMEN,MIRIT,SITIBENTAR,2332.0,2.03,1147.0,-7.790990108524827,109.78305189197222
JAWA TENGAH,PURWOREJO,NGOMBOL,BRIYAN,489.0,1.11,439.0,-7.825289601019499,109.95499174305989
JAWA TENGAH,PURWOREJO,NGOMBOL,TANJUNG,854.0,0.74,1158.0,-7.794012406759154,109.9247394889719
JAWA TENGAH,PURWOREJO,NGOMBOL,SECANG,842.0,0.87,965.0,-7.7829844334998,109.92447425769062
JAWA TENGAH,PURBALINGGA,BOJONGSARI,BEJI,3967.0,0.97,4093.0,-7.342797647265942,109.3396482753466
JAWA TENGAH,WONOSOBO,WONOSOBO,BUMIROSO,3584.0,1.19,3009.0,-7.36530935707556,109.9273212149756
JAWA TENGAH,WONOSOBO,WONOSOBO,ROJOIMO,4380.0,1.58,2776.0,-7.358891273068628,109.92158179878555
JAWA TENGAH,BANYUMAS,SOKARAJA,KLAHANG,4660.0,1.32,3519.0,-7.443653827075119,109.31374254188405
JAWA TENGAH,PURBALINGGA,BOBOTSARI,KARANGMALANG,3365.0,2.23,1507.0,-7.313382304009588,109.39072417208939
JAWA TENGAH,PURBALINGGA,KARANGANYAR,BRAKAS,2072.0,1.32,1566.0,-7.277410563784816,109.39518469018486
JAWA TENGAH,BANJARNEGARA,BANJARMANGU,PRENDENGAN,2291.0,2.21,1037.0,-7.303880298015134,109.69421416826563
JAWA TENGAH,WONOSOBO,WONOSOBO,SARIYOSO,2078.0,1.04,2001.0,-7.36081931551147,109.93615248063695
JAWA TENGAH,CILACAP,MAOS,MAOS LOR,7086.0,5.08,1395.0,-7.598630286712647,109.15669874927174
JAWA TENGAH,KEBUMEN,KUTOWINANGUN,JLEGIWINANGUN,2795.0,2.89,966.0,-7.686285593345622,109.76823609698816
JAWA TENGAH,KEBUMEN,KUWARASAN,KAMULYAN,1557.0,2.46,632.0,-7.699613485135769,109.50075465616182
JAWA TENGAH,KEBUMEN,KUWARASAN,SIDOMUKTI,2412.0,1.49,1617.0,-7.696853913250387,109.49329152448715
JAWA TENGAH,KEBUMEN,KUWARASAN,TAMBAKSARI,1619.0,1.45,1116.0,-7.6835714859177635,109.49788678916785
JAWA TENGAH,PURBALINGGA,KEMANGKON,PANICAN,5218.0,2.65,1968.0,-7.443382258963197,109.39302048334325
JAWA TENGAH,PURBALINGGA,KEMANGKON,KARANGKEMIRI,2247.0,1.92,1168.0,-7.447841690016744,109.37668791693123
JAWA TENGAH,PURBALINGGA,KEMANGKON,SENON,5102.0,3.3,1547.0,-7.4658769062591235,109.36898844039222
JAWA TENGAH,PURBALINGGA,KEJOBONG,LAMUK,3678.0,2.4,1532.0,-7.409922762037671,109.42834843325232
JAWA TENGAH,PURBALINGGA,KEJOBONG,SOKANEGARA,3254.0,3.22,1011.0,-7.4150836542917355,109.45063219101351
JAWA TENGAH,BANJARNEGARA,WANADADI,KARANGJAMBE,2091.0,3.89,538.0,-7.377917327690773,109.61493139756676
JAWA TENGAH,BANJARNEGARA,WANADADI,WANADADI,3327.0,1.06,3126.0,-7.370426116692806,109.62476747659007
JAWA TENGAH,CILACAP,BINANGUN,WIDARAPAYUNG WETAN,6319.0,4.65,1358.0,-7.687354141034334,109.26998923131525
JAWA TENGAH,CILACAP,NUSAWUNGU,NUSAWUNGU,4851.0,3.52,1376.0,-7.646342036064166,109.34806134703233
JAWA TENGAH,CILACAP,NUSAWUNGU,DANASRI LOR,5528.0,4.37,1265.0,-7.638280188641255,109.32361748927896
JAWA TENGAH,CILACAP,NUSAWUNGU,SIKANCO,4960.0,2.79,1776.0,-7.632995337841706,109.3003797400543
JAWA TENGAH,CILACAP,KROYA,BAJING,7499.0,2.24,3352.0,-7.6272069426829985,109.26146111172433
JAWA TENGAH,CILACAP,ADIPALA,ADIPALA,12136.0,4.53,2677.0,-7.659791061431405,109.14923923572859
JAWA TENGAH,CILACAP,ADIPALA,ADIREJA WETAN,3572.0,2.63,1357.0,-7.6507697289562095,109.16859595997938
JAWA TENGAH,CILACAP,KEDUNGREJA,TAMBAKREJA,6297.0,8.35,754.0,-7.547228564159791,108.77475749073083
JAWA TENGAH,CILACAP,KEDUNGREJA,BUMIREJA,7694.0,7.14,1078.0,-7.542191623328128,108.79348104981871
JAWA TENGAH,CILACAP,KEDUNGREJA,CIKLAPA,10646.0,6.02,1768.0,-7.50313763542073,108.79988125839292
JAWA TENGAH,CILACAP,KEDUNGREJA,KEDUNGREJA,8604.0,10.67,806.0,-7.517992750894557,108.76959082030365
JAWA TENGAH,CILACAP,KESUGIHAN,MENGANTI,13617.0,6.34,2148.0,-7.673307790491994,109.07181843020342
JAWA TENGAH,CILACAP,KEDUNGREJA,KALIWUNGU,7162.0,11.35,631.0,-7.55930357816575,108.80439911931268
JAWA TENGAH,CILACAP,KEDUNGREJA,BANGUNREJA,6331.0,3.4,1861.0,-7.496336875941196,108.77363323827181
JAWA TENGAH,CILACAP,KESUGIHAN,KESUGIHAN,6267.0,4.12,1520.0,-7.61112072535409,109.11192047116303
JAWA TENGAH,CILACAP,KESUGIHAN,KARANGKANDRI,8023.0,4.32,1855.0,-7.674240990221533,109.08740609376693
JAWA TENGAH,CILACAP,KESUGIHAN,PLANJAN,9033.0,8.27,1093.0,-7.61194496079652,109.07513351640577
JAWA TENGAH,CILACAP,KESUGIHAN,CIWUNI,4375.0,6.72,651.0,-7.590428760570933,109.07712678244869
JAWA TENGAH,CILACAP,BINANGUN,BINANGUN,4284.0,3.15,1360.0,-7.663782550730881,109.26815823065091
JAWA TENGAH,CILACAP,KESUGIHAN,KARANGJENGKOL,9584.0,8.92,1074.0,-7.600604113944648,109.09287496888099
JAWA TENGAH,CILACAP,KESUGIHAN,KELENG,3780.0,4.02,940.0,-7.588087567840451,109.10549283823065
JAWA TENGAH,CILACAP,KESUGIHAN,BULUPAYUNG,5406.0,6.04,895.0,-7.589574828115372,109.13401244930932
JAWA TENGAH,CILACAP,KESUGIHAN,KURIPAN KIDUL,8916.0,3.22,2767.0,-7.6551366426712475,109.07869033373211
JAWA TENGAH,CILACAP,ADIPALA,WELAHAN WETAN,7615.0,6.43,1183.0,-7.685382332074239,109.22876142099153
JAWA TENGAH,CILACAP,ADIPALA,GLEMPANGPASIR,8503.0,7.89,1078.0,-7.681703073320822,109.20481276049367
JAWA TENGAH,CILACAP,ADIPALA,KARANGBENDA,3279.0,6.62,495.0,-7.680873248322671,109.17806167844944
JAWA TENGAH,CILACAP,ADIPALA,ADIRAJA,6237.0,5.58,1118.0,-7.656310505227327,109.17999519179082
JAWA TENGAH,CILACAP,ADIPALA,DOPLANG,4931.0,5.06,974.0,-7.632911581318803,109.180753393322
JAWA TENGAH,CILACAP,ADIPALA,KALIKUDI,6814.0,4.56,1493.0,-7.63386594441326,109.160634617071
JAWA TENGAH,CILACAP,ADIPALA,KARANGSARI,8084.0,4.56,1773.0,-7.636247883732415,109.13692121526542
JAWA TENGAH,CILACAP,BINANGUN,SIDAURIP,5787.0,2.88,2007.0,-7.694350443069539,109.2892602343642
JAWA TENGAH,CILACAP,BINANGUN,PAGUBUGAN,3910.0,2.66,1472.0,-7.690710967811232,109.31426017627362
JAWA TENGAH,CILACAP,BINANGUN,KEMOJING,2285.0,1.17,1960.0,-7.661561374714801,109.29930177761432
JAWA TENGAH,CILACAP,BINANGUN,KARANGNANGKA,707.0,1.19,596.0,-7.665051155134991,109.3162923865746
JAWA TENGAH,CILACAP,BINANGUN,SIDAYU,3541.0,2.68,1321.0,-7.686888674707571,109.25782159557592
JAWA TENGAH,CILACAP,NUSAWUNGU,KARANGTAWANG,6495.0,4.8,1352.0,-7.693440897964923,109.32569202176217
JAWA TENGAH,CILACAP,NUSAWUNGU,KARANGPAKIS,7026.0,5.45,1289.0,-7.697683022822165,109.34189703459859
JAWA TENGAH,PURWOREJO,PURWODADI,GUYANGAN,732.0,0.9,815.0,-7.8376690588852105,109.99996309364366
JAWA TENGAH,CILACAP,NUSAWUNGU,JETIS,9150.0,7.26,1259.0,-7.706194958064937,109.38090026112599
JAWA TENGAH,CILACAP,NUSAWUNGU,KEDUNGBENDA,4370.0,4.87,897.0,-7.668418122459553,109.3764638385659
JAWA TENGAH,CILACAP,NUSAWUNGU,PURWODADI,2467.0,1.78,1386.0,-7.674537137667072,109.33976381791257
JAWA TENGAH,CILACAP,NUSAWUNGU,NUSAWANGKAL,2721.0,3.54,769.0,-7.666577788342342,109.34050466076658
JAWA TENGAH,CILACAP,NUSAWUNGU,KARANGPUTAT,3449.0,2.7,1276.0,-7.659815371215238,109.32008843553388
JAWA TENGAH,CILACAP,NUSAWUNGU,BANJARWARU,5431.0,4.42,1229.0,-7.654576629882603,109.31097351373501
JAWA TENGAH,CILACAP,KROYA,PEKUNCEN,8215.0,4.33,1895.0,-7.637543718751491,109.21294728219853
JAWA TENGAH,CILACAP,KROYA,AYAMALAS,6377.0,3.36,1900.0,-7.652687831291597,109.23621306868567
JAWA TENGAH,CILACAP,KROYA,KROYA,8485.0,2.27,3737.0,-7.63358044348515,109.24518932800878
JAWA TENGAH,CILACAP,KROYA,KARANGMANGU,8288.0,2.94,2819.0,-7.641626292341099,109.25063718179113
JAWA TENGAH,CILACAP,KROYA,PUCUNG KIDUL,5795.0,2.87,2017.0,-7.639235738048187,109.27361212552566
JAWA TENGAH,KEBUMEN,PETANAHAN,JOGOMERTAN,3952.0,2.06,1923.0,-7.7479689447485836,109.61044000459982
JAWA TENGAH,CILACAP,KROYA,KEDAWUNG,9360.0,5.38,1741.0,-7.620437296017008,109.23561134900926
JAWA TENGAH,CILACAP,KROYA,BUNTU,3577.0,2.99,1198.0,-7.593256246846065,109.2542216140778
JAWA TENGAH,CILACAP,KROYA,BAJING KULON,7084.0,2.72,2606.0,-7.627565047193216,109.22364716050012
JAWA TENGAH,CILACAP,KROYA,MUJUR LOR,3729.0,2.81,1327.0,-7.600839454634132,109.24986690367795
JAWA TENGAH,CILACAP,MAOS,KARANGKEMIRI,4443.0,2.38,1869.0,-7.6242313617224164,109.13172233768579
JAWA TENGAH,CILACAP,MAOS,GLEMPANG,6113.0,4.26,1435.0,-7.580310410062872,109.17075449219806
JAWA TENGAH,CILACAP,MAOS,KARANGREJA,1658.0,1.1,1504.0,-7.623364519632825,109.14321253777905
JAWA TENGAH,CILACAP,JERUKLEGI,TRITIH WETAN,11144.0,2.62,4256.0,-7.6589205563355325,109.05298337487892
JAWA TENGAH,KEBUMEN,PETANAHAN,JATIMULYO,2777.0,2.26,1230.0,-7.691570066791806,109.59260996081609
JAWA TENGAH,CILACAP,JERUKLEGI,SUMINGKIR,5898.0,6.64,889.0,-7.6165344826038215,109.04493282814629
JAWA TENGAH,CILACAP,JERUKLEGI,JERUKLEGI WETAN,7942.0,6.26,1270.0,-7.615017959765766,109.02538269298978
JAWA TENGAH,CILACAP,JERUKLEGI,BREBEG,4463.0,13.5,331.0,-7.636167269076386,108.99564710638433
JAWA TENGAH,CILACAP,JERUKLEGI,CILIBANG,2443.0,6.48,377.0,-7.5899101891618,109.02737845772882
JAWA TENGAH,CILACAP,JERUKLEGI,JAMBUSARI,7856.0,9.5,827.0,-7.566974215692217,109.02616177059808
JAWA TENGAH,CILACAP,JERUKLEGI,SAWANGAN,3810.0,8.53,447.0,-7.5867485409033035,108.99179567040922
JAWA TENGAH,CILACAP,KAWUNGANTEN,KAWUNGANTEN LOR,7215.0,3.96,1821.0,-7.575964812778732,108.9155166934456
JAWA TENGAH,CILACAP,JERUKLEGI,CITEPUS,4675.0,13.99,334.0,-7.543291299109056,108.98745804862719
JAWA TENGAH,CILACAP,KAWUNGANTEN,BRINGKENG,3507.0,4.84,724.0,-7.634028417781569,108.91512910224611
JAWA TENGAH,CILACAP,KAWUNGANTEN,BABAKAN,1442.0,5.6,0.0,-7.662035840969365,108.93742823673888
JAWA TENGAH,CILACAP,KAWUNGANTEN,KUBANGKANGKUNG,9540.0,11.94,799.0,-7.621541603582429,108.95003490945557
JAWA TENGAH,CILACAP,KAWUNGANTEN,SARWADADI,9035.0,23.07,392.0,-7.550287914241554,108.93973708916474
JAWA TENGAH,CILACAP,KAWUNGANTEN,SIDAURIP,3088.0,9.28,0.0,-7.614044011569648,108.9781781161125
JAWA TENGAH,CILACAP,GANDRUNGMANGU,GANDRUNGMANIS,9133.0,4.83,1889.0,-7.535647043344581,108.85066336269763
JAWA TENGAH,CILACAP,GANDRUNGMANGU,RUNGKANG,3100.0,7.02,441.0,-7.429444320624723,108.85594194975484
JAWA TENGAH,CILACAP,GANDRUNGMANGU,GINTUNGREJA,6517.0,8.06,809.0,-7.580049172666548,108.85421710020853
